query,source
"My jacket would need to be easy to clean, probably cotton or similar and have a thin lining. Please provide some product recommendations for me",VACOS
A long black faux-fur jacket. It's almost floor length with a lapel cut and large metal (painted black) buttons. It's super fluffy and warm - my prime winter jacket. Please provide some product recommendations for me,VACOS
"I need a laptop under $1,000 with 16gb of RAM and at least 500gb of memory installed. I'd prefer a laptop with good battery life, a nice keyboard, and trackpad. Please provide some product recommendations for me",VACOS
About a 15 screen with a separate number pad on the keyboard. Fast and with good storage. Doesn't matter if it's a bit heavy so solid metal cover rather than plastic is good. Please provide some product recommendations for me,VACOS
I want one similar to the one iv lost. Its black with a double zip on it. Slightly padded and has nice long sleeves Please provide some product recommendations for me,VACOS
"I would like a grey puffer jacket that will protect me from the rain, keeps me warm and is lightweight. It needs to have a hood with some fur Please provide some product recommendations for me",VACOS
An MSI laptop that has gaming capability but also light enough to be used for work and various small tasks like watching videos and using Microsoft office Please provide some product recommendations for me,VACOS
I really want a jacket that I can wear almost anywhere.  I was thinking of getting one of the those military style jackets in maybe a tan color or brown. I think that it would really go with a lot of things Please provide some product recommendations for me,VACOS
"I would like one that is lightweight, has a really good battery life and a clear screen. Please provide some product recommendations for me",VACOS
I would probably choose a black warm jacket with a zip and long to cover my bum and with a hood and also lined with fur. I would try and get this coat in the sale as I love a good bargain. I would buy my coat from a supermarket or online if I can't find one I like. Please provide some product recommendations for me,VACOS
I want to buy a very comfortable and stylish jacket.  I need something that feels cozy in the morning.  I would like it to be warm but not overly hot.  I would go with a darker color that won't show dirty fingerprints from my children. Please provide some product recommendations for me,VACOS
I would like a new laptop that has a screen size of at least 15 inches. It needs to be powerful enough to run some advanced games with a high spec processor. It needs to have at least 128 GB Ram and have 4 USB ports. It needs to come with office installed so I can do some work. Please provide some product recommendations for me,VACOS
"I need something warm, waterproof with a good hood but not so big that it doesn’t stay up. Preferably a colour that I could wear with most things Please provide some product recommendations for me",VACOS
"i would go for an ios laptop, small screen size so it can fit into a reasonable sized handbag. Around 12inch screen size is preferable. I dont need it to be high tech, all singing, all dancing with every feature available but i would like it to have a decent storage size - around 250GB or more, a good RAM size 4-8GB or higher. i like the option of a webcam to facetime family members, and a way to connect a USB cable to the device. Please provide some product recommendations for me",VACOS
I would want a laptop that is quick and easy to start up with a decent size screen and battery life. Additionally I would want it to have plenty of RAM and hard drive space. If it came with Microsoft and an extended warranty these would be a good perk. Please provide some product recommendations for me,VACOS
"i would like a laptop that was easy to set up and use,with a camera integrated in it,need good quality audio,be able to play games on it and use social medai, i do not need anything expensive as do not really do alot on it Please provide some product recommendations for me",VACOS
A laptop made by HP with windows 10 a screen size of at least 15 inches and a attached keyboard costing up to £400 in price Please provide some product recommendations for me,VACOS
"A decent size screen, top quality graphics card, lots of memory Please provide some product recommendations for me",VACOS
"A navy blue raincoat that falls mid-thigh.  It should be understated yet elegant with a simple collar and plain buttons.  A slight herringbone pattern on the material is permissible so long as it does not detract from the overall piece.  Ample pockets are desired, with at least one inside pocket. Please provide some product recommendations for me",VACOS
I would get recommendations from friends first to see the best ones on the market. I would look for a good price and want it to be fairly top of the range. Please provide some product recommendations for me,VACOS
My ideal laptop replacement would be one that is good for gaming. Please provide some product recommendations for me,VACOS
It's a 16in/17in HP with a purple case. Has a touchscreen. Please provide some product recommendations for me,VACOS
"Cheap as possible, plenty of disc space and quite fast. Not too bothered about games Please provide some product recommendations for me",VACOS
"Slight better spec than my old one, probably the same brand for ease of use, not too expensive as i dont have many needs for one. Please provide some product recommendations for me",VACOS
"i would be interested in buying a small laptop, with multiple usb ports and possibly a built-in disc drive. it's important to me that the laptop has a good processor so it's less likely to overheat when performing multiple tasks at the same time. also, it would be good if it had a clear screen, a comfortable enough size to watch videos on. Please provide some product recommendations for me",VACOS
"I would like a jacket that was suitable for spring weather - doesn't have to be rain proof but that would be a bonus. It should be breathable fabric so I don't get too sweaty if it's warmer weather. I would like it to be in a colour that goes with a lot of other things like black, blue or grey Please provide some product recommendations for me",VACOS
I'd like my new laptop to have a touch screen and a cd player and burner. Please provide some product recommendations for me,VACOS
"While I rotate jackets as I place a good attention on my wardrobe, I would purchase a black jacket with multiple functionalities and that is also waterproof. Please provide some product recommendations for me",VACOS
"I want a laptop that allows me to play some older games, surf the internet, and watch dvd's and blu-ray disks. Please provide some product recommendations for me",VACOS
"I would get the same as I usually wear, but in a bigger size. Or one that was as close to the one I wore before, that I lost. Please provide some product recommendations for me",VACOS
"I would like to buy a laptop with 17 inch screen maybe a touch screen, I want a Microsoft laptop to run windows. I’d like a silvery girly pink cover to it Please provide some product recommendations for me",VACOS
I’d want one that was waterproof and warm and that could be worn all year round. Please provide some product recommendations for me,VACOS
I want to get a long black formal jacket or a puffer jacket as they look so nice Please provide some product recommendations for me,VACOS
"I would want a black jacket, very light weight, very well priced, and a nice design that I would like being seen in everyday. Please provide some product recommendations for me",VACOS
"The laptop i want to choose as a replacement is a the silver apple macbook pro, but the smaller screen so the thirteen inch one. Please provide some product recommendations for me",VACOS
"A convertible 2-in-1 laptop which can be detached to form a tablet. Suitable for heavy work, such as light gaming and video editing. Must have a touchscreen and pen input suitable for studies and digital note-taking. Please provide some product recommendations for me",VACOS
"I would choose a laptop made by Apple as like their design. I should be compact and lightweight and white or silver in colour, and cheap enough for me to be able to afford. Please provide some product recommendations for me",VACOS
"I would choose a jacket that is nice and light, yet still warm. Something that blocks out the wind as well. It also needs to be stylish. Please provide some product recommendations for me",VACOS
I would like a small laptop with excellent screen resolution. The laptop should feel solid and not like plastic. Please provide some product recommendations for me,VACOS
"I would like a waterproof and lightweight beige or khaki green jacket.  I prefer the style that is more like a Parka jacket, with a length down to just above my knee. Please provide some product recommendations for me",VACOS
"I would be buying a purple, waterproof and wind proof jacket. It would need to have plenty of zip pockets and a hood that folds away into the collar. I want a jacket that is warm but with breathable fabric that is going to be durable. Please provide some product recommendations for me",VACOS
"I would choose a relaxed brown faux-leather jacket, warm enough for three seasons. Please provide some product recommendations for me",VACOS
I want to buy a jacket this is not too heavy but is waterproof. As you are aware I do sweat quite a bit when out hiking so whilst not wanting something that will make me too hot I would like it to keep out the cold and the rain. Please provide some product recommendations for me,VACOS
"I am thinking about a Macbook, as I need something reliable Please provide some product recommendations for me",VACOS
"I would choose a comfortable, waterproof jacket with enough pockets to hold my belongings. It would be casual but also smart in a neutral colour such as blue or black Please provide some product recommendations for me",VACOS
I would buy a laptop which will have at least 5 years with the need for major upgrades. This laptop would be an Alienware M17 R2 because of the processing power and graphics quality. At least 16gb of RAM with an SSD hardrive with 1TB of storage space. Please provide some product recommendations for me,VACOS
"I would want a waterproof jacket, preferably grey or blue. It must have two front pockets and one or two inside but no more.The front should be zipped right through, no buttons or velcro. Ideally best for spring and autumn warmth wise, can always put on extra clothes layers in winter. Please provide some product recommendations for me",VACOS
"I would probably buy a newer version of the same laptop brand I had. For example, I own a Macbook Pro from 2014, so I would buy the newest model Macbook Pro. Please provide some product recommendations for me",VACOS
a windows 10 hp laptop would be my choice because they a good mid range make Please provide some product recommendations for me,VACOS
i will buy a jacket that fits my size in my favourite colour and light fabric so has not to get too hot it in Please provide some product recommendations for me,VACOS
I am seriously looking at a Apple’s MacBook Air because it is a thinner and lighter laptop Please provide some product recommendations for me,VACOS
I want to buy a multi purpose all weather jacket. I'd be looking at a North Face jacket if they weren't so expensive Please provide some product recommendations for me,VACOS
I would like a lap top that isnt too big as I like to move it around the house. I would need to research how much power and storage I would need as dont know too much about those things. I would look up recommended one by research online and asking friends.  ButI do know I dont want it to be too big or powerful. I only do a bit of surfing the internet. Please provide some product recommendations for me,VACOS
"I want a replacement that is light-weight, simple to use without extra unnecessary features, and maybe one that can be converted into a tablet with a touch screen. I would want something that looks newer and has a big mouse trackpad, as that is easier to use. I probably would not want a computer older than one from 2015. Please provide some product recommendations for me",VACOS
"My ideal jacket is black, large and thick. I like to feel like I'm wrapped in a doona. Please provide some product recommendations for me",VACOS
I would choose to replace it with a tablet style laptop with a detachable keyboard. This would allow me to predominantly use it like a tablet for general browsing etc but give me a good capability to use it for work too. Please provide some product recommendations for me,VACOS
I’d buy the Apple Mac laptop as i usually always purchase Apple products Please provide some product recommendations for me,VACOS
"A padded parka type jacket, not waterproof. Faux fur lined hood, khaki green colour. With zip and poppers to fasten. Drawstring around hood to pull it tighter. Needs to have pockets, preferably pockets that you can fasten but doesn't matter if not. Warm and lined, quite a thick cosy jacket. Please provide some product recommendations for me",VACOS
"A winter jacket, but the kind that has a removable inner layer so that I can use the outer, more weather protecting one separately when it’s not too cold but wet. Primarily in black if I can find it. Removable hood. Not too bulky because I want to use it outside of strict winter as well. Please provide some product recommendations for me",VACOS
"Thigh length, lightweight, preferably with a hood in a khaki/green colour. Needs to look a bit like a parka. Please provide some product recommendations for me",VACOS
I would want something that offers the best quality and the most affordable price. I want something that can run fast and if possible run games on it.  It needs to have a lot of good reviews too. Please provide some product recommendations for me,VACOS
"Something with a 17 screen, either 1440p or 1080p resolution. At least 16gb of RAM and a current generation CPU. Preferably a mobile gaming GPU as well although it's not that important. Please provide some product recommendations for me",VACOS
"I will look for latest laptop on the market, and that will be HP brand Please provide some product recommendations for me",VACOS
"I want to buy a laptop that has a lot of features, and is of good quality. Please provide some product recommendations for me",VACOS
"I would want a laptop with a 4k display, a decent amount of ram and a big storage, battery life is not that important to me, nor is the ability to game Please provide some product recommendations for me",VACOS
I would buy a baubax travel jacket since I love all the pockets. Please provide some product recommendations for me,VACOS
It would be an apple laptop and i would like the latest 12 inch screen kind. Please provide some product recommendations for me,VACOS
I would like a mid waist faded jean jacket with a collar and buttons. I don't want it to be too bulky and I want to be able to dress it up or down with my wardrobe. Please provide some product recommendations for me,VACOS
"I would choose a black jacket that is warm, insulated, and made of gore-tex. It would need to have zippered pockets and a hood. Please provide some product recommendations for me",VACOS
"The jacket would HAVE to be black as this colour would go with every outfit so I'd be likely to wear it on a daily basis and get my moneys worth. It needs to be good quality material to last a long time. It needs buttons or a zip, ideally buttons. It should be long, about mid thigh length. Please provide some product recommendations for me",VACOS
"I would want a lightwight, easily portable laptop. Ideally it would be very thin. It would be an average size - nothing too big, but with a screen big enough that I could easily do my work on it. I would also like it to be a nice colour, something interesting like dark purple or navy. Please provide some product recommendations for me",VACOS
"the jacket would be waterproof and light and suitable for daily use, and it would also be stylish and high quality Please provide some product recommendations for me",VACOS
I want something that will keep me warm but also looks good. A jacket with down insulation would be ideal. Id like it to be fitted and probably a decent brand. I wouldnt mind if it was quite brightly coloured. Please provide some product recommendations for me,VACOS
"I want a laptop that has office, a decent screen, good webcam and that is lightweight. Please provide some product recommendations for me",VACOS
"I have a short, cropped, black leather jacket. It is not bulky, but very soft and supple leather, like an old friend. Please provide some product recommendations for me",VACOS
"I would buy a black light weight all weather jacket, one from say North Face. Water resistant, wind proof, and light. Please provide some product recommendations for me",VACOS
"I would buy a laptop that also doubles up as a tablet, so has a detachable screen which makes things more convenient. I would choose a laptop that is in the price range of between £200 - £300 Please provide some product recommendations for me",VACOS
"I would go for a lightweight and compact laptop, with a high resolution screen. Please provide some product recommendations for me",VACOS
I would probably  by a north face. I just got a coupon in my email for 10% off $50 or more. Plus they are generally a good looking jacket. Please provide some product recommendations for me,VACOS
"I would like a Windows laptop with a fast processor, good storage and high RAM. Ideally it would be a 2 in 1 device which has a detachable keyboard so that I can use it as a tablet and laptop depending on the situation. I would choose either a black or grey finish to the laptop. It must be light and portable so that I can carry it to work.  Should be made of a good material like aluminium, magnesium, rather than plastic. Please provide some product recommendations for me",VACOS
I would like a Microsoft Surface Pro with 16 gig of ram and 512 gig HDD. I find this type of tablet/laptop very portable and capable of handling everything I do privately and professionally. The machine looks good and is light to carry. It is expensive but the build quality bakes up for than easily. Please provide some product recommendations for me,VACOS
"I want a black jacket that has wool on the inside, but doesn't look too thick. It'll keep me warm throughout the winter months.  It is a normal fit jacket, not too long.  It goes down to the hips. Please provide some product recommendations for me",VACOS
"A jacket with inside pockets with enough capacity to hold a bulky wallet. Coloured black or dark blue, with a collar and outer pockets for keys. Please provide some product recommendations for me",VACOS
I would like a jacket that is either black or gray. I would also like that it's zip up and not too poofy. Please provide some product recommendations for me,VACOS
"Just something suitable for my needs. Not too large or expensive, no need for gaming or streaming capabilities Please provide some product recommendations for me",VACOS
I would choose a comfortable zip up jacket which had a hood that could be removed or attached depending on the weather. It would be rain proof but also stylish. Please provide some product recommendations for me,VACOS
"I would like a laptop In a nice colour like blue, pink or purple as I like colour, it would also have to be a good brand. The laptop would have to have a good memory and one that has a Web cam also fitted. I would get a laptop on sale or I would buy a decent one second hand. Please provide some product recommendations for me",VACOS
The jacket I want to get would have a warm lining on the inside and be well stitched. It would contain several pockets including some on the inside of the jacket for keeping things secure. It will be mid thigh length and have a well fitting hood with a fur lining. The colour of the jacket would need to be not too light so a colour like navy blue or khaki but not black. Please provide some product recommendations for me,VACOS
"Yellow , comes down to my lower thigh and is waterproof . It has a hood and pockets either side with a zip and poppers at the front . Please provide some product recommendations for me",VACOS
"for a replacement for my old jacket, i would probably go for a fluffy jacket of some kind, like a teddy jacket, because they are extremely comfortable and i love wearing them because they are lovely and soft and a nice extra layer for when it gets a little bit colder in the winter and the evenings. Please provide some product recommendations for me",VACOS
It would be a faster version with more memory and light weight. Please provide some product recommendations for me,VACOS
I would buy a laptop for the websurfer just for fun not work will be done on it. It will have a relatively small screen and qwerty keyboard. It will be from the company with the initials as they are my favourite. Please provide some product recommendations for me,VACOS
Its a pale beige colour long waterproof jacket suitable for spring summer. small enough to go in a bag if its too warm Please provide some product recommendations for me,VACOS
A laptop with a cd drive and at least 500gb of storage Please provide some product recommendations for me,VACOS
"It should be a black leather jacket, real leather, with zips. Preferably a moto jacket with studded collar and some metal work on the jacket itself. The sleeves should have zipper details. It should fit well and be not very expensive. Please provide some product recommendations for me",VACOS
I would choose something light and easily portable that has a big enough screen for watching TV and film on when I am away from home. Please provide some product recommendations for me,VACOS
If I was to buy a laptop I think it would have to come from recommendations from other people as I dont know the first thing about them but guess it would need all the latest stuff on it Please provide some product recommendations for me,VACOS
"I'd like an Apple Macbook pro with sufficient hard disk space and memory to complete all the tasks I carry out.

I'd also like a larger screen so if I don't have a monitor my work is easier to do. Please provide some product recommendations for me",VACOS
"I want to get another Lenovo because I really liked my last one. It had everything I needed on it. My needs are pretty basic, I want one that is light weight, good speed, Bluetooth, and wireless so I can connect to other things I own. It would need to be Windows as that's what I'm used to.
Decent battery life but it doesn't need to be too many hours cause I usually have it plugged in anyway. If I can play some games on it too that would be good. I would probably spend about 400 euro thereabouts. Please provide some product recommendations for me",VACOS
"I am planning on buying a laptop that is small and slim, but has a lot of memory and ram to handle the projects I want it to do. I want to buy a laptop compatible with Microsoft Windows and Office, as those are the items that I am most familiar with. Please provide some product recommendations for me",VACOS
"I would choose a jacket that i can wear in bad rain or weather as the country i live in always has rain most days.
I would pick a jacket with pockets for my train pass, money, mobile phone. 
I would like a plain colour of jacket ie grey or black Please provide some product recommendations for me",VACOS
"A jacket that is warm, comfortably fitting and somewhat normally stylish. Please provide some product recommendations for me",VACOS
"I want one with a good running hard drive, a high storage ammount and something i will be able to game on with good resolution. It needs to be lightweight so i can transport easily and i would prefer a screen of at least 15 inches. Please provide some product recommendations for me",VACOS
"I need a new laptop. No, I really do. I want a laptop that is powerful and purpose-built for work. I am not interested in a gaming laptop. I have a gaming console for that. I use iOS devices so I would probably buy a MAC. I've never used anything else. Since I use Terminal a lot also, it'll definitely be a Mac. Not sure whether to go with a smaller MacBook Pro or splurge for the larger one. Please provide some product recommendations for me",VACOS
I want a black denim jacket. I want it to be true to size and not too oversized or tight. I want it to be slightly cropped and hit around the waist. Please provide some product recommendations for me,VACOS
"I would want a long line jacket in a dark colour, such as black, navy or grey. It would need to button up and have detachable fur Please provide some product recommendations for me",VACOS
"I like a laptop that is silver, lightweight and has a large-ish screen for me to use when I watch movies, etc. I want the keyboard to be wide and black, I don't like the silver keyboards. I want to be able to put it in my bag so it has to be lightweight too and also have long battery life. Please provide some product recommendations for me",VACOS
"I don't generally  wear jackets on a daily basis, but some sort of functional shower-proof item with as many pockets as possible would fit the bill nicely. Please provide some product recommendations for me",VACOS
"I would want a black faux leather jacket. It would have two pockets deep enough to keep my phone, keys and cigarettes in it. It would possibly have an inside pocket for money. It would not be long, around down to my waist and it would have a zip. It will be around a UK size 14. Please provide some product recommendations for me",VACOS
"I don't need it to be top of the line, but I would like to be able to play Second Life smoothly on it. Most importantly it should be inexpensive. Please provide some product recommendations for me",VACOS
I would like a laptop that will be able to stay relevant with current hardware and software. I will buy a laptop that can last and I'm willing to pay more for quality. Please provide some product recommendations for me,VACOS
"I want a laptop that has a reasonably good size screen, no less than 15.6 inches. I use my laptop a reasonable amount during the day so it would require a screen that has good visibility during daylight. It would also be good for my laptop to have a good battery. One that lasts for a good part of the day. Please provide some product recommendations for me",VACOS
I want a jacket that is warm waterproof and stylish all at the same time Please provide some product recommendations for me,VACOS
The jacket that I am looking to get is a gray jacket lined with cotton. The jacket is very good for cold weather but will also work during hotter months. It has a hood on the back and is wind resistant. Please provide some product recommendations for me,VACOS
A warm jacket that feels comfy. Also probably one with plaid. Please provide some product recommendations for me,VACOS
I am going to buy a new Acer laptop. It will have a Microsoft Windows operating system and either an AMD or Intel processor. I will be getting one with a large screen of approximately 15 to 17 inches.  The colour will be black and grey. Please provide some product recommendations for me,VACOS
"My new jacket will need to be something fashionable, trendy, but wearable everyday with all my colourful clothes. I think it will need to be suede or leather but as we are getting to summer it could be denim or softer material. It should probably a light blue, yellow or tan to match the summer months but could also be swayed by a lighter leather jacket. It needs to have pockets big enough to fit my XL phone and fit my keys and change without looking bulky. Please provide some product recommendations for me",VACOS
I want a jacket that has a gore-tex layer to keep dry as I hate getting soaked to the skin. Please provide some product recommendations for me,VACOS
"I'm looking for a jacket that is lightweight, warm and waterproof. Comfort is my main goal as is it being reasonably priced. Preferably purple too! Please provide some product recommendations for me",VACOS
"The replacement jacket I will be buying will be a black, bomber jacket reminiscent of the 60s Mod scene and will have a tartan pattern inside. Please provide some product recommendations for me",VACOS
Large but light laptop with solid state drive and at least 8gb ram. Keyboard especially important as I type a lot. Runs Windows 10 professional. Please provide some product recommendations for me,VACOS
"I need a replacement laptopt that has Office functionality, is cheap but that I can do basic functionality, such as writing letters or research via the web. Please provide some product recommendations for me",VACOS
I want a traditional laptop with a keyboard with the Windows 10 operating system that costs £400 at most. Please provide some product recommendations for me,VACOS
I would choose the most recent Apple laptop with the newest features like the trackpad and is black in color. Please provide some product recommendations for me,VACOS
I want a black padded jacket shiny material that reppels water needs to have a hood and be long enough to cover my rear. It should have pockets preferibly with a zip on each and possibly an inside pocket. needs to have a zip up the front too and not be too expensive Please provide some product recommendations for me,VACOS
I would buy  a barbour  waterproof jacket that is suitable for all weathers. They are quality jackets that are fairly expensive but they are well made and will last. i have previously owned a barbour jacket and i was very happy with it.The colour l would choose would be  navy. Please provide some product recommendations for me,VACOS
I'm going to Walmart to buy a cheap 200-300$ HP laptop. I don't need a super spendy one. Please provide some product recommendations for me,VACOS
"I am planning to buy a nice rain jacket. I would like one from Marley Lilly because they can be monogrammed, and I have read good reviews about the products. I would ideally want light blue or navy for the color, and I am hoping for it to be a little bit lined, bur mostly lightweight. Please provide some product recommendations for me",VACOS
"Was thinking of large wide screen but not to heavy, loads of memory and a fast processor, maybe the latest I7 from Intel. Please provide some product recommendations for me",VACOS
I would like a sports jacket adidas or Nike light grey jacket with a blue trim so Ican wear it while I go out on my bike or for a run. Its a lightweight jacket so can wear before and after gym also Please provide some product recommendations for me,VACOS
"One that is versatile and will last long. To be honest a good warranty would be most important, but good screen size, good engine and good reputation will do Please provide some product recommendations for me",VACOS
I want a laptop with at an SSD and at least 16GB of memory so that I can effectively multitask. Please provide some product recommendations for me,VACOS
I want a warm winter jacket due to living in New York.  It should be fairly plain as I do not like clothes that stand out too much but should also be on the cheaper side since I dont like to spend too much money on clothing. Please provide some product recommendations for me,VACOS
"I would choose a laptop that suited my needs and was in my price range. A laptop that would let me connect to the internet and complete work related tasks, but also something with a big enough screen and hard-drive capacity to potentially play games or browse social media. Please provide some product recommendations for me",VACOS
"I would want a jacket that is longer than my arms, a nice, bright colour, and has a hood. Please provide some product recommendations for me",VACOS
"A thick, padded jacket with a hood. It would have lots of pockets and a zip, as well as being waterproof. Please provide some product recommendations for me",VACOS
"I want a laptop with a large, high resolution screen that is light and with a good-sized keyboard. It has to be fast and with a good processor and plenty of memory. Ideally one that comes with minimal (if any) pre-installed bloat-ware from the manufacturer to make it easier to customise to my needs. Please provide some product recommendations for me",VACOS
I need to buy a new jacket. I'll probably get a black one with loads of pockets. Something really thick so I don't get cold. Please provide some product recommendations for me,VACOS
"being advised by the technical salesman I would want the most update for the budget I have allowed, being able to have a large memory and accommodate all utensils Please provide some product recommendations for me",VACOS
I would want a high spec laptop and expect to pay around £1500 or more. It would have to have a dedicated GPU and a display with good resolution and refresh rate. Please provide some product recommendations for me,VACOS
I want a touch screen laptop. It would give me the ability to draw on it using a stylus. I want it to have a good battery life and be from a refutable brand. The ability to turn into a flat surface like a tablet is also something i like Please provide some product recommendations for me,VACOS
"I would choose, a black leather jacket, not a very thick and heavy one, but a light one that still keeps me warm but I can wear every day. Ideally I want it to have pockets inside on both sides and on the outside another two pockets. Please provide some product recommendations for me",VACOS
"Unsure depends what kind of jacket. Most worn is a sailing jacket so would look to get something similar, very waterproof, often branded e.g Henry Lloyd. Not too bulky so can be worn as an everyday item, but good for sailing when I need it. Would get a dark blue one. Please provide some product recommendations for me",VACOS
"I'm going to get a navy blue waterproof jacket. It's got a hood, a zip and buttons on the front, and the lining is white and blue cotton. Please provide some product recommendations for me",VACOS
"a laptop with good RAM to ensure it processes quickly and can perform task I need it to. Also would like to be able to play decent level of games on it, so a good graphics card would be preferable.

I would choose a windows laptop that could also use Microsoft office. Please provide some product recommendations for me",VACOS
"I would like to find one as similar as possible to the one I already have, same colour, style, thickness etc. So it was a khaki green one, fairly thin and with a zip and pockets. Also a hood - I'd want this too. Please provide some product recommendations for me",VACOS
"A smart, warm one that is waterproof but light enough to wear in summer. Please provide some product recommendations for me",VACOS
"I'd want a laptop that isn't too expensive but still high quality. It would need to be a touch screen laptop that folds in half to make it a tablet, too. The brand really isn't important to me as long as it runs well and I buy it from a trustworthy source. Please provide some product recommendations for me",VACOS
"I would want a waterproof jacket with a hood, which doesn't look like a raincoat - more like an everyday coat. It would be blue or teal in colour and be warm enough for winter but not too heavy for everyday use. I would look to buy such a coat in Seasalt, ideally in the sale. Please provide some product recommendations for me",VACOS
"Something warm but not too thick, definitely not a puffer jacket. Natural looking material and waist length. Dark in colour, black, grey, blue or brown. Please provide some product recommendations for me",VACOS
I would choose as a replacement another Macbook because I love my Macbook. It's silver and uses IOS as the operating system. Please provide some product recommendations for me,VACOS
I would like to buy a black leather jacket and it has fur round the hood Please provide some product recommendations for me,VACOS
"I want to buy a light jacket for a replacement. I need it to be colorful and stylish because I prefer my clothes to look like that. When I shop for jackets, I also look for pockets because I carry small things that a bag would be too big to hold. When I  buy a jacket I also need it to be made with high quality material. Please provide some product recommendations for me",VACOS
"I like a jacket that covers my back side as I find I can usually feel a draft around the top of my legs.I dont like bright colors, so something blue or brown would do nicely. Preferably it would have a hood in case of wind or rain. A quilted material works best and is warmer then others, no no down or other material that;s not eco friendly. Please provide some product recommendations for me",VACOS
I would choose a newer model of work laptops or a gaming laptop such as alienware. I want one that works for gaming and work activities. loads fast and charges longer. Please provide some product recommendations for me,VACOS
"The jacket I would purchase would be a green parka, ideally with a fur-trimmed hood. It would be quite long, have pockets and be thick/warm. Please provide some product recommendations for me",VACOS
I would have to go and look online to see what is available. I don't have any brand loyalty so I would want something that was waterproof and good for the winter yet also breathable so I could continue to wear it as the weather stars to get warmer. Please provide some product recommendations for me,VACOS
